"Date","JETAIRWAYS.NS.Open","JETAIRWAYS.NS.High","JETAIRWAYS.NS.Low","JETAIRWAYS.NS.Close","JETAIRWAYS.NS.Volume","JETAIRWAYS.NS.Adjusted"
2016-10-31,458.9,458.9,458.9,458.9,0,458.9
2016-11-01,486.55,487.5,471.75,474.6,2388500,474.6
2016-11-02,468.95,474,460,462.25,9e+05,462.25
2016-11-03,460.4,467.65,454.1,456.7,8e+05,456.7
2016-11-04,458.95,458.95,432.1,435.8,1118100,435.8
2016-11-07,440,443.7,433.65,435.15,562500,435.15
2016-11-08,438.6,442.25,428,437.2,758100,437.2
2016-11-09,405,430.9,390,425.55,2144300,425.55
2016-11-10,434.4,446.7,429.75,440.2,1131000,440.2
2016-11-11,438,446.5,423.15,424.95,1235200,424.95
2016-11-14,424.95,424.95,424.95,424.95,0,424.95
2016-11-15,425,430,371.25,379.3,1956400,379.3
2016-11-16,385.05,390,371,373,2165400,373
2016-11-17,374,378,360,362.15,1770600,362.15
2016-11-18,363.8,368.35,356.65,360.1,1606100,360.1
2016-11-21,359.05,366.7,346,348.5,1714400,348.5
2016-11-22,348,354.5,336.05,340.8,1983800,340.8
2016-11-23,345.1,367,338.85,361.55,2799000,361.55
2016-11-24,357,359.4,347.25,353.95,1605100,353.95
2016-11-25,356,374.2,352.2,370.45,2634000,370.45
2016-11-28,369.95,399,367.3,394.4,3061800,394.4
2016-11-29,395,406.95,388.1,395.9,3026400,395.9
2016-11-30,399.9,410.5,394.2,397.15,2375300,397.15
2016-12-01,390.55,390.6,378.65,382.8,1935300,382.8
2016-12-02,375,383.8,373.6,377.1,1638300,377.1
2016-12-05,377,381.85,370.1,378.7,1002500,378.7
2016-12-06,380.8,385.65,369.1,371.8,1176300,371.8
2016-12-07,374,374.65,365.5,368.7,1476600,368.7
2016-12-08,372,378.7,369.5,373.1,1187200,373.1
2016-12-09,373.5,376,367,369.05,955300,369.05
2016-12-12,365.5,366.4,353.2,355.65,1383400,355.65
2016-12-13,349,363.7,347,361.7,2146600,361.7
2016-12-14,360.1,364.8,355,357.95,1056800,357.95
2016-12-15,354.1,367.3,352.25,360.4,1675000,360.4
2016-12-16,364,366.55,360,361.6,840000,361.6
2016-12-19,360,364.8,355.5,359.05,818400,359.05
2016-12-20,357.2,365,349.2,351.85,1514700,351.85
2016-12-21,353,355.4,348.65,350.05,870700,350.05
2016-12-22,350,353.5,344.15,350.15,1114100,350.15
2016-12-23,350.6,354,345.6,349.1,895700,349.1
2016-12-26,347.95,350.65,337.9,340.35,805000,340.35
2016-12-27,340,345,332.6,343.4,1310700,343.4
2016-12-28,343.15,348.6,338.2,340.55,1023600,340.55
2016-12-29,342.6,344.2,338.55,342.25,786600,342.25
2016-12-30,343,351.6,343,347.6,1175400,347.6
2017-01-02,338,364.9,338,362.9,3092900,362.9
2017-01-03,364.7,369.35,358.65,364.15,1800100,364.15
2017-01-04,367.8,373,364.6,370.4,1493200,370.4
2017-01-05,372.3,375.7,370.35,373.8,1464200,373.8
2017-01-06,375.3,378.25,369.3,372.25,939300,372.25
2017-01-09,373,379,366.5,373.65,1308300,373.65
2017-01-10,377.4,390.7,372.7,388.55,2639600,388.55
2017-01-11,390.8,393.4,385.55,388.1,1423200,388.1
2017-01-12,388,397.8,383.45,390.85,1766900,390.85
2017-01-13,392.5,394.75,386.5,390.6,1123100,390.6
2017-01-16,391,406,390.9,399.8,2244900,399.8
2017-01-17,401.9,403.6,395.55,398.6,994200,398.6
2017-01-18,401,417.7,398.5,405.85,4212700,405.85
2017-01-19,406.6,412.8,404.2,407.6,1382500,407.6
2017-01-20,409.95,418.35,399.85,402.3,2188100,402.3
2017-01-23,402.5,407.2,400.25,403.85,865800,403.85
2017-01-24,405.55,407.5,400.35,403.4,632500,403.4
2017-01-25,407,419.7,402.3,416.75,1925000,416.75
2017-01-26,416.75,416.75,416.75,416.75,0,416.75
2017-01-27,416.25,424.9,410.95,419.45,1511500,419.45
2017-01-30,418.7,419.3,413.1,414.6,715200,414.6
2017-01-31,414,414.5,401.05,402.95,864400,402.95
2017-02-01,398.75,400,388,391,1741000,391
2017-02-02,387.05,396.9,385,386.85,1608700,386.85
2017-02-03,388,392.9,375,379.15,2457100,379.15
2017-02-06,360.55,381,360.55,376.25,4085900,376.25
2017-02-07,376.1,384.5,373.25,378.95,1725000,378.95
2017-02-08,378.4,383.35,372,375.1,1262700,375.1
2017-02-09,374,381,371.5,374.3,1105800,374.3
2017-02-10,376.8,380.65,372.05,373.25,925200,373.25
2017-02-13,378.55,378.55,364,367,1194400,367
2017-02-14,366,370.75,361.6,362.85,910500,362.85
2017-02-15,364.4,364.5,351.05,356.9,1646900,356.9
2017-02-16,357.4,365.9,355.6,362.6,1140300,362.6
2017-02-17,365.9,371.25,361.95,366.8,1601300,366.8
2017-02-20,373.5,386,371.5,382.15,2971000,382.15
2017-02-21,384.75,415.7,382,410.9,7608200,410.9
2017-02-22,413.2,430.9,410.3,423.85,6561200,423.85
2017-02-23,424.8,426,413.45,422.3,2811300,422.3
2017-02-24,422.3,422.3,422.3,422.3,0,422.3
2017-02-27,420,448.4,419.35,445.05,5680100,445.05
2017-02-28,448,455.5,443.05,446.4,3903600,446.4
2017-03-01,446,454,440.1,442,2141000,442
2017-03-02,444.5,446.9,415.85,419.95,2923000,419.95
2017-03-03,419.95,434.3,414.35,428.55,3656600,428.55
2017-03-06,431.5,441,431.5,437.6,2585000,437.6
2017-03-07,439.4,443.5,433.75,436.5,1971700,436.5
2017-03-08,437.45,465.65,425.45,450.2,11910400,450.2
2017-03-09,452.5,457.9,439.65,442.3,6393600,442.3
2017-03-10,445.5,450.5,437.6,441.35,2515300,441.35
2017-03-13,441.35,441.35,441.35,441.35,0,441.35
2017-03-14,452,453.85,444.25,447.35,2082900,447.35
2017-03-15,452.5,460.6,451.6,453.35,2885900,453.35
2017-03-16,459.05,466.7,454.25,463.4,2944200,463.4
2017-03-17,468.6,485,468.6,476.9,7131300,476.9
2017-03-20,482,482.2,464.05,473.05,2309700,473.05
2017-03-21,474.4,476.25,458.25,464.5,1730600,464.5
2017-03-22,459,466.45,456,461,1715900,461
2017-03-23,464.1,485,463.7,481.3,4351700,481.3
2017-03-24,485.45,499.7,485.25,492.55,5604100,492.55
2017-03-27,496.75,508.75,495.6,504.45,5186800,504.45
2017-03-28,509,516,501.25,512.75,4214200,512.75
2017-03-29,515.25,518,508.25,512.75,2271700,512.75
2017-03-30,511.85,536.8,508,532.3,5831300,532.3
2017-03-31,532.3,534.7,521.9,525.9,2293700,525.9
2017-04-03,537.5,539.45,529.65,531.7,2065700,531.7
2017-04-04,531.7,531.7,531.7,531.7,0,531.7
2017-04-05,531.7,531.7,517.65,521,1625200,521
2017-04-06,518,529,518,520.75,1702100,520.75
2017-04-07,515,515,491.65,496.85,2543800,496.85
2017-04-10,499,514.5,487.55,510.5,2878700,510.5
2017-04-11,511.8,516.75,505,510.9,1639300,510.9
2017-04-12,510,512.2,486.65,503.8,2545200,503.8
2017-04-13,504.1,513,499.65,502.1,1819600,502.1
2017-04-14,502.1,502.1,502.1,502.1,0,502.1
2017-04-17,500,504.65,494,496.3,952900,496.3
2017-04-18,498.8,510.5,480.4,482.8,1838100,482.8
2017-04-19,481,489.7,473.1,480.05,1743000,480.05
2017-04-20,486.15,513.95,485,511.4,5716600,511.4
2017-04-21,515.95,516,502.5,505.45,2784300,505.45
