"Date","RELIANCE.NS.Open","RELIANCE.NS.High","RELIANCE.NS.Low","RELIANCE.NS.Close","RELIANCE.NS.Volume","RELIANCE.NS.Adjusted"
2016-09-13,1046.5,1046.5,1046.5,1046.5,0,1046.5
2016-09-14,1048,1059,1040.9,1044.75,4252700,1044.75
2016-09-15,1047,1070.2,1047,1065,7170800,1065
2016-09-16,1067,1093.85,1059.1,1075.55,8988900,1075.55
2016-09-19,1072.55,1088,1071,1082.4,3812300,1082.4
2016-09-20,1084,1084.75,1069.05,1074.2,2635800,1074.2
2016-09-21,1074,1084.9,1069,1072.25,2501400,1072.25
2016-09-22,1083,1095.8,1079,1088.95,4288500,1088.95
2016-09-23,1089,1109.45,1089,1102.8,7105700,1102.8
2016-09-26,1103.4,1129.55,1100.25,1107.2,8734900,1107.2
2016-09-27,1117,1125.95,1106.6,1110.5,4428600,1110.5
2016-09-28,1107.9,1108,1086.3,1090.65,5673400,1090.65
2016-09-29,1095,1110.75,1067.4,1072.45,4859700,1072.45
2016-09-30,1068,1094.55,1066.3,1083.7,2560100,1083.7
2016-10-03,1087,1107.95,1076.25,1090.7,4143100,1090.7
2016-10-04,1093.05,1108.3,1092,1096.35,2997500,1096.35
2016-10-05,1104,1106.5,1085.8,1089.4,2466300,1089.4
2016-10-06,1092,1126.25,1092,1110.8,4825600,1110.8
2016-10-07,1114,1123.05,1106.5,1109,3492800,1109
2016-10-10,1114,1122,1094,1096.35,2640900,1096.35
2016-10-11,1096.35,1096.35,1096.35,1096.35,0,1096.35
2016-10-12,1096.35,1096.35,1096.35,1096.35,0,1096.35
2016-10-13,1089,1089.05,1052,1057.15,5014600,1057.15
2016-10-14,1063,1082,1061.65,1077.65,3489400,1077.65
2016-10-17,1080,1080.8,1058.75,1060.65,2246200,1060.65
2016-10-18,1066,1082.75,1062.05,1081.1,2531100,1081.1
2016-10-19,1084.45,1094.7,1081.4,1087.35,3902600,1087.35
2016-10-20,1093.95,1098,1084.05,1087.55,2314500,1087.55
2016-10-21,1097,1097,1058.4,1064.2,9968200,1064.2
2016-10-24,1070,1074,1060.65,1063.3,2403000,1063.3
2016-10-25,1065,1065.25,1054.2,1060.85,1750700,1060.85
2016-10-26,1056.05,1059.45,1052.1,1054.05,2502000,1054.05
2016-10-27,1051.1,1053.9,1043.4,1048.7,2935500,1048.7
2016-10-28,1050,1058,1043.8,1054.95,1857900,1054.95
2016-10-31,1054.95,1054.95,1054.95,1054.95,0,1054.95
2016-11-01,1051.3,1055.95,1047.4,1051,2337000,1051
2016-11-02,1041,1042.85,1021,1023.75,1609200,1023.75
2016-11-03,1023.85,1034.75,1020.6,1023.95,1671300,1023.95
2016-11-04,1020.25,1026.9,1000,1005.55,2636900,1005.55
2016-11-07,1014,1016.55,999.05,1001.15,2172900,1001.15
2016-11-08,1005.7,1005.7,998.3,1003.5,3070300,1003.5
2016-11-09,950,1009,930,1004.6,4946500,1004.6
2016-11-10,1018.6,1028.95,1007,1010.4,2231900,1010.4
2016-11-11,997.85,1017.5,995.1,1001.75,3377300,1001.75
2016-11-14,1001.75,1001.75,1001.75,1001.75,0,1001.75
2016-11-15,996.5,1000,979.55,985.4,3311500,985.4
2016-11-16,995,996.8,980.7,986.55,3783200,986.55
2016-11-17,986,998.15,974.4,977.75,2886600,977.75
2016-11-18,985,992.7,982,987.5,4151900,987.5
2016-11-21,987.55,993.55,983.2,991.5,3024700,991.5
2016-11-22,997.7,1007.8,993.3,1001.45,4033600,1001.45
2016-11-23,1005,1010.5,999.55,1009,2996200,1009
2016-11-24,1005.55,1005.55,982.2,987.35,4323300,987.35
2016-11-25,990,995.9,984.35,993.7,2389800,993.7
2016-11-28,993,1000.6,984.1,986.65,1900100,986.65
2016-11-29,989,1004.3,988.05,997.7,2259600,997.7
2016-11-30,999.95,999.95,986.65,990.05,6308000,990.05
2016-12-01,1000,1015,995,997.75,2886500,997.75
2016-12-02,995.9,1005,991.8,994.75,2853000,994.75
2016-12-05,995,999.7,986.5,993.85,911400,993.85
2016-12-06,996,1006.55,994.6,1005.2,1537500,1005.2
2016-12-07,1004,1007.6,996.35,999.15,1127100,999.15
2016-12-08,1005.05,1021.8,1004.35,1020.05,2000200,1020.05
2016-12-09,1022,1031.85,1020.3,1028.95,1883300,1028.95
2016-12-12,1020.5,1041.7,1020.5,1027.2,2062700,1027.2
2016-12-13,1028,1041,1027.55,1039.8,2369400,1039.8
2016-12-14,1039.8,1064.45,1038.2,1059.5,5517800,1059.5
2016-12-15,1052.4,1067.6,1048.65,1052.95,4418900,1052.95
2016-12-16,1052,1062,1052,1057.15,3415500,1057.15
2016-12-19,1055,1066.95,1054.35,1062.55,3430900,1062.55
2016-12-20,1054.7,1061,1053.15,1057.9,2671700,1057.9
2016-12-21,1060.1,1067.3,1057.2,1063.25,4655700,1063.25
2016-12-22,1058,1062.65,1050.95,1053.35,6604400,1053.35
2016-12-23,1052,1068.95,1052,1057.3,2346400,1057.3
2016-12-26,1054.35,1066,1044.65,1047.45,3502200,1047.45
2016-12-27,1047.85,1067.1,1047,1064.7,3987100,1064.7
2016-12-28,1067.9,1069.55,1047.1,1049.7,2202900,1049.7
2016-12-29,1050,1068.8,1049.5,1065.45,2005200,1065.45
2016-12-30,1064.8,1085,1063.1,1082.4,3591400,1082.4
2017-01-02,1084,1090,1072.35,1085.1,1622400,1085.1
2017-01-03,1089.85,1097,1081.1,1089.4,1470700,1089.4
2017-01-04,1092.9,1093,1064.3,1067.15,2375500,1067.15
2017-01-05,1071,1079.9,1068.75,1077.4,1996400,1077.4
2017-01-06,1074.2,1085,1073.1,1074.95,1793400,1074.95
2017-01-09,1077,1086,1071,1077.7,1195200,1077.7
2017-01-10,1080,1094.4,1080,1089.85,2594400,1089.85
2017-01-11,1095,1095.7,1084,1086.05,2623200,1086.05
2017-01-12,1087,1090.35,1079.8,1083.3,999300,1083.3
2017-01-13,1084.55,1097.5,1084.55,1090.4,1653600,1090.4
2017-01-16,1089.95,1093.95,1073.95,1076.25,2746000,1076.25
2017-01-17,1065,1068,1038.5,1041.25,8968200,1041.25
2017-01-18,1042.6,1048,1028.75,1032.55,3627000,1032.55
2017-01-19,1035.15,1045.3,1031,1033.7,3493700,1033.7
2017-01-20,1033.95,1037.45,1023.9,1025.8,2008000,1025.8
2017-01-23,1021.8,1031,1012.8,1015.9,3133500,1015.9
2017-01-24,1017,1028.8,1017,1027.3,2153000,1027.3
2017-01-25,1032,1032.7,1016.15,1017.3,5453200,1017.3
2017-01-26,1017.3,1017.3,1017.3,1017.3,0,1017.3
2017-01-27,1020.25,1028.9,1019,1025.1,4997200,1025.1
2017-01-30,1024.95,1046.45,1024.8,1044.8,3583700,1044.8
2017-01-31,1046.85,1053.8,1040.3,1045.2,3457300,1045.2
2017-02-01,1046.1,1050.9,1035.2,1049.65,2585700,1049.65
2017-02-02,1050,1050.8,1038.25,1043.5,2079900,1043.5
2017-02-03,1046,1050.45,1030.1,1033.65,3021700,1033.65
2017-02-06,1037,1044.9,1032.05,1041.65,2283900,1041.65
2017-02-07,1042,1042.35,1027.2,1030.9,2264200,1030.9
2017-02-08,1030.9,1038.25,1022,1025.15,3710000,1025.15
2017-02-09,1028,1034,1026.8,1032.75,2254200,1032.75
2017-02-10,1035,1035.55,1025.55,1030.15,2861500,1030.15
2017-02-13,1033,1034,1022,1029.85,1957900,1029.85
2017-02-14,1035,1052.9,1029.9,1049.8,4170400,1049.8
2017-02-15,1052.9,1057.5,1045.25,1051.3,3482800,1051.3
2017-02-16,1052.55,1069.45,1052.55,1067.5,4492800,1067.5
2017-02-17,1066.5,1078.2,1058.45,1075.5,3393800,1075.5
2017-02-20,1070.55,1078.85,1066.5,1075.4,2663100,1075.4
2017-02-21,1075.2,1090.95,1073.05,1088.2,3242700,1088.2
2017-02-22,1093,1211.65,1092,1207.5,29103900,1207.5
2017-02-23,1213.6,1222,1179.35,1182.75,14229200,1182.75
2017-02-24,1182.75,1182.75,1182.75,1182.75,0,1182.75
2017-02-27,1190.5,1256.8,1190.35,1238.9,19068900,1238.9
2017-02-28,1232,1248,1228.5,1238.05,8254500,1238.05
2017-03-01,1240.1,1244.4,1230,1234.5,5574100,1234.5
2017-03-02,1237.9,1254.7,1227.05,1236.75,4129000,1236.75
2017-03-03,1241.55,1287.8,1241.55,1258.55,19270800,1258.55
2017-03-06,1269,1312,1265.25,1305.35,15252100,1305.35
2017-03-07,1318.85,1327,1296.15,1304.95,9616800,1304.95
2017-03-08,1307.7,1307.7,1286.1,1291.2,9906100,1291.2
2017-03-09,1290,1298,1281.5,1286.75,7107600,1286.75
2017-03-10,1290.25,1296,1261.2,1281.65,5665500,1281.65
2017-03-13,1281.65,1281.65,1281.65,1281.65,0,1281.65
2017-03-14,1318.75,1319,1285.25,1289.5,6346600,1289.5
2017-03-15,1291.05,1316.3,1290.4,1304.95,5510600,1304.95
2017-03-16,1310,1310.4,1293.6,1297.65,3639900,1297.65
2017-03-17,1308,1319.95,1298.05,1300.7,5195000,1300.7
2017-03-20,1306,1306.25,1278.35,1280.8,2941700,1280.8
2017-03-21,1282.2,1283.9,1259.3,1263.8,5165100,1263.8
2017-03-22,1252,1265.9,1246.55,1259.7,4638300,1259.7
2017-03-23,1263.15,1277.55,1258,1273.3,2699000,1273.3
2017-03-24,1274.1,1292,1268.45,1286.75,3721900,1286.75
2017-03-27,1271.1,1278.75,1247.2,1251.1,7418100,1251.1
2017-03-28,1258,1264,1242.1,1245.75,4961900,1245.75
2017-03-29,1251.7,1260,1233.35,1256.65,4325700,1256.65
2017-03-30,1255,1274.75,1253,1270.65,6368800,1270.65
2017-03-31,1266,1337.65,1266,1320.9,10375500,1320.9
2017-04-03,1342,1380.5,1337.05,1374.65,10260300,1374.65
2017-04-04,1374.65,1374.65,1374.65,1374.65,0,1374.65
2017-04-05,1395.2,1418,1380.1,1415,9217300,1415
2017-04-06,1409,1448.9,1402.2,1438.5,11571000,1438.5
2017-04-07,1421.3,1434,1402.55,1406.6,7286100,1406.6
2017-04-10,1410,1424.9,1377.3,1381.35,7033100,1381.35
2017-04-11,1387.85,1400.45,1370.1,1372.35,7371700,1372.35
2017-04-12,1382.8,1386.45,1351.15,1354,6274200,1354
2017-04-13,1354,1373.4,1347.35,1364.8,2906100,1364.8
2017-04-14,1364.8,1364.8,1364.8,1364.8,0,1364.8
2017-04-17,1365,1395.55,1365,1391.85,2705800,1391.85
2017-04-18,1399.95,1410,1367,1370.2,3661000,1370.2
2017-04-19,1369,1382.55,1357.55,1368.8,2645200,1368.8
2017-04-20,1379,1386.8,1364.1,1369.55,1918600,1369.55
2017-04-21,1380.5,1421,1378.55,1402.5,6910200,1402.5
