"Date","MOTHERSUMI.NS.Open","MOTHERSUMI.NS.High","MOTHERSUMI.NS.Low","MOTHERSUMI.NS.Close","MOTHERSUMI.NS.Volume","MOTHERSUMI.NS.Adjusted"
2016-08-03,347,348.75,327.29999,329.39999,3145700,329.39999
2016-08-04,337.39999,352.39999,334.39999,348.39999,5830300,348.39999
2016-08-05,353.79999,353.89999,345.89999,351,4492300,351
2016-08-08,353.35001,353.35001,347.85001,350.39999,2303000,350.39999
2016-08-09,351.64999,354.45001,345.79999,352.5,3902300,352.5
2016-08-10,354.89999,354.89999,315.10001,329.64999,14228800,329.64999
2016-08-11,325.79999,326.79999,310.04999,316.70001,6047300,316.70001
2016-08-12,316.89999,323.60001,310.35001,319.39999,2887200,319.39999
2016-08-15,319.39999,319.39999,319.39999,319.39999,0,319.39999
2016-08-16,319.5,323.60001,317.54999,321.29999,1942300,321.29999
2016-08-17,322.89999,335.89999,321.25,334.45001,2622600,334.45001
2016-08-18,337,341.39999,333,334.85001,2826100,334.85001
2016-08-19,335.10001,337.60001,329.25,331.35001,1763300,331.35001
2016-08-22,331.5,335.85001,322.54999,326.79999,2257900,326.79999
2016-08-23,322.60001,329.5,321.70001,326.60001,1477400,326.60001
2016-08-24,327.70001,327.89999,322.20001,325.04999,1277400,325.04999
2016-08-25,327,327.75,318.25,324,2162700,324
2016-08-26,326.14999,331,321,322.04999,2558800,322.04999
2016-08-29,321.79999,326.25,320.25,325.10001,1311000,325.10001
2016-08-30,326,328.29999,322.39999,325.75,1257700,325.75
2016-08-31,326.20001,329.89999,321.25,322.54999,1678500,322.54999
2016-09-01,324.29999,326.5,318.60001,320.25,941700,320.25
2016-09-02,322.20001,324.25,319.29999,320.64999,1110400,320.64999
2016-09-05,320.64999,320.64999,320.64999,320.64999,0,320.64999
2016-09-06,322,325.5,321.04999,323.79999,1483900,323.79999
2016-09-07,326,337.5,322,336.35001,3594100,336.35001
2016-09-08,340.89999,341.95001,325.79999,327.95001,4778800,327.95001
2016-09-09,325,339.14999,324.10001,329.85001,4875800,329.85001
2016-09-12,325.85001,325.85001,308.25,312.45001,5051400,312.45001
2016-09-13,312.45001,312.45001,312.45001,312.45001,0,312.45001
2016-09-14,315.20001,320.14999,313,316,2927100,316
2016-09-15,316.85001,317.39999,311,312.04999,1077300,312.04999
2016-09-16,314.79999,324.29999,313.64999,318.70001,2153900,318.70001
2016-09-19,320.70001,324.35001,318.5,319.89999,1181300,319.89999
2016-09-20,321,324.75,316.64999,322.85001,1633700,322.85001
2016-09-21,324,325.5,320.5,322.25,1776500,322.25
2016-09-22,325.10001,327.70001,321.25,323.75,1415300,323.75
2016-09-23,325,327,318.04999,319.14999,1284800,319.14999
2016-09-26,318.79999,319.5,314.10001,315.75,986800,315.75
2016-09-27,316.5,319.75,312.89999,314.04999,1456000,314.04999
2016-09-28,318,318.25,314.29999,316.20001,1837500,316.20001
2016-09-29,316.75,318.29999,285.25,306.5,8049400,306.5
2016-09-30,306,319.5,305.54999,318,3372900,318
2016-10-03,320,334.25,320,329.35001,9548100,329.35001
2016-10-04,328,330,324.5,328.39999,2185300,328.39999
2016-10-05,333.64999,335.39999,328.5,333.35001,3092100,333.35001
2016-10-06,335.89999,338,328.14999,332.10001,2055500,332.10001
2016-10-07,333,333.29999,328,329.10001,1132900,329.10001
2016-10-10,330,333.5,329.60001,331.45001,1158900,331.45001
2016-10-11,331.45001,331.45001,331.45001,331.45001,0,331.45001
2016-10-12,331.45001,331.45001,331.45001,331.45001,0,331.45001
2016-10-13,332,332,316,321.70001,2281400,321.70001
2016-10-14,321.5,332.10001,320.04999,330.45001,1932300,330.45001
2016-10-17,328.35001,331.85001,319.95001,321.5,1391500,321.5
2016-10-18,323.5,332.20001,322.10001,331.39999,2785700,331.39999
2016-10-19,332,336.95001,327.64999,332.54999,1983500,332.54999
2016-10-20,334.70001,334.70001,328.54999,330.25,1021000,330.25
2016-10-21,330.60001,335.20001,325.64999,334.14999,1791500,334.14999
2016-10-24,335,336.39999,330.35001,332.45001,1068700,332.45001
2016-10-25,331.5,334.5,326.85001,330.10001,1031500,330.10001
2016-10-26,329,332.95001,321.60001,329.75,2156100,329.75
2016-10-27,330.70001,330.70001,323.35001,327.95001,1981500,327.95001
2016-10-28,328,333.95001,328,331.20001,1196400,331.20001
2016-10-31,331.20001,331.20001,331.20001,331.20001,0,331.20001
2016-11-01,330,331.35001,326.04999,328.75,1399100,328.75
2016-11-02,324.75,326.79999,318.39999,322.85001,1054500,322.85001
2016-11-03,321.5,325.45001,311,314.04999,990600,314.04999
2016-11-04,313.95001,313.95001,299.70001,301.89999,2626800,301.89999
2016-11-07,305.89999,320.79999,305,315.64999,2455300,315.64999
2016-11-08,316.5,319.45001,306.79999,311.85001,1203500,311.85001
2016-11-09,304,313.20001,281,308.35001,3504600,308.35001
2016-11-10,315.89999,335.5,309.10001,326.20001,7675700,326.20001
2016-11-11,320,321.79999,300.04999,301.5,3227500,301.5
2016-11-14,301.5,301.5,301.5,301.5,0,301.5
2016-11-15,301.5,305.25,278.35001,285.89999,3434400,285.89999
2016-11-16,295,304.20001,281.54999,294.45001,4183500,294.45001
2016-11-17,295.10001,298.75,288.20001,296.64999,2328300,296.64999
2016-11-18,297.70001,300.70001,289.39999,290.45001,1580600,290.45001
2016-11-21,290.60001,293.35001,278.70001,280.25,2230600,280.25
2016-11-22,283.10001,289.95001,280,285.10001,3498900,285.10001
2016-11-23,289,298.5,285,296.70001,2289500,296.70001
2016-11-24,294.85001,300,290.29999,296.14999,1882200,296.14999
2016-11-25,295,303.45001,294.45001,302.14999,1831400,302.14999
2016-11-28,301.89999,305.5,297.14999,301.64999,1697500,301.64999
2016-11-29,301.64999,310.35001,300.14999,303.39999,2434700,303.39999
2016-11-30,305.39999,311.79999,304.5,309.79999,2385500,309.79999
2016-12-01,314.10001,314.89999,309,311.29999,1738300,311.29999
2016-12-02,309.29999,313.75,304.35001,306.14999,2498500,306.14999
2016-12-05,304.79999,315.35001,304.5,313.20001,2716900,313.20001
2016-12-06,311.20001,317.14999,310,311.25,1268900,311.25
2016-12-07,312.89999,316.70001,311,313.10001,1097900,313.10001
2016-12-08,315,331.60001,315,330,2872800,330
2016-12-09,329.5,329.79999,318.70001,321.60001,4227100,321.60001
2016-12-12,322.70001,326,318.20001,321.25,1030200,321.25
2016-12-13,320.54999,330.75,320.45001,326.04999,2400700,326.04999
2016-12-14,326.95001,328.25,319,319.95001,1652600,319.95001
2016-12-15,315.95001,324.39999,315.54999,321.20001,1493200,321.20001
2016-12-16,321.64999,327.45001,321.04999,323.25,4204000,323.25
2016-12-19,324.25,326.20001,319,320.35001,1247700,320.35001
2016-12-20,318.60001,322.89999,318,318.95001,1345100,318.95001
2016-12-21,319.70001,324.89999,317,322.5,1450300,322.5
2016-12-22,322.95001,324.39999,318,319.10001,1633900,319.10001
2016-12-23,319,319.5,307.10001,309.10001,1782600,309.10001
2016-12-26,307.95001,310,302.39999,307.14999,1284400,307.14999
2016-12-27,310,311.79999,304.5,310.25,1028100,310.25
2016-12-28,311.79999,316.70001,311.5,314.70001,1571000,314.70001
2016-12-29,312.70001,329.89999,312.64999,327,2844200,327
2016-12-30,328.95001,329.70001,324.5,326.45001,1419700,326.45001
2017-01-02,326.89999,333.54999,324.75,327.85001,1374000,327.85001
2017-01-03,327.25,330,321.64999,323.45001,1058900,323.45001
2017-01-04,323.95001,325.5,319,320.89999,1922600,320.89999
2017-01-05,322.5,329.20001,322.5,328.54999,2158000,328.54999
2017-01-06,330,337.5,330,331.64999,2828700,331.64999
2017-01-09,335.70001,335.70001,328.5,329.25,1342900,329.25
2017-01-10,329.35001,332.54999,324.70001,328.04999,2148200,328.04999
2017-01-11,328.45001,331.60001,325.60001,330.20001,3368100,330.20001
2017-01-12,331,333.45001,327.14999,329.75,1140400,329.75
2017-01-13,332.89999,332.89999,325,326.64999,1104600,326.64999
2017-01-16,326.5,330.75,324.60001,328.70001,989900,328.70001
2017-01-17,329.14999,333.20001,324.70001,326.35001,8925700,326.35001
2017-01-18,326,331.5,325.45001,330.85001,1345700,330.85001
2017-01-19,331,332.14999,324.10001,325.64999,2278000,325.64999
2017-01-20,323.5,338.5,321,326.35001,7717700,326.35001
2017-01-23,329,329,321,323.64999,2958100,323.64999
2017-01-24,324.10001,331.64999,323.64999,330.85001,1933200,330.85001
2017-01-25,331.64999,334.35001,329.35001,331.5,2805800,331.5
2017-01-26,331.5,331.5,331.5,331.5,0,331.5
2017-01-27,331.79999,345.5,330.25,344.35001,4007900,344.35001
2017-01-30,343.89999,348.89999,340.5,343.54999,2795100,343.54999
2017-01-31,341.54999,343.95001,330.25,331.85001,2042800,331.85001
2017-02-01,333,337.79999,325.39999,336.60001,2057600,336.60001
2017-02-02,337,343.60001,332.64999,334.89999,3145800,334.89999
2017-02-03,334.89999,341.20001,333.54999,340.14999,2706800,340.14999
2017-02-06,343.95001,343.95001,336.14999,339.29999,1639300,339.29999
2017-02-07,342,342,334.04999,338.04999,2611600,338.04999
2017-02-08,338.85001,346.64999,338.54999,343.60001,2599100,343.60001
2017-02-09,344.95001,350,341.75,348.85001,2023400,348.85001
2017-02-10,351,359.39999,350.25,355.89999,3637300,355.89999
2017-02-13,358.75,358.75,340.20001,350.95001,7476500,350.95001
2017-02-14,352.5,356.29999,347.89999,353.20001,2482100,353.20001
2017-02-15,352.10001,356.60001,342.14999,343.39999,2376300,343.39999
2017-02-16,341.04999,348.10001,338.89999,347.04999,2257400,347.04999
2017-02-17,348.89999,351.29999,344.60001,349.79999,1512300,349.79999
2017-02-20,351.79999,352.89999,348.79999,351.04999,1014200,351.04999
2017-02-21,351.95001,353.45001,345.35001,350.60001,1106600,350.60001
2017-02-22,351.60001,354.85001,348.75,352.25,1964000,352.25
2017-02-23,352.64999,354.20001,346.20001,349.29999,3462700,349.29999
2017-02-24,349.29999,349.29999,349.29999,349.29999,0,349.29999
2017-02-27,350.5,350.5,344.20001,345.60001,1268600,345.60001
2017-02-28,347,351.29999,345.79999,350.20001,1114800,350.20001
2017-03-01,351.95001,363.35001,349.75,361.75,4238300,361.75
2017-03-02,365.85001,369.85001,351.10001,352.95001,3992100,352.95001
2017-03-03,351.29999,354.5,346,353.60001,2486100,353.60001
2017-03-06,353.64999,359,353.64999,357.25,1200100,357.25
2017-03-07,356,360.25,352.54999,353.64999,964400,353.64999
2017-03-08,353.85001,357,350.20001,354.85001,824800,354.85001
2017-03-09,357.95001,362.5,354.10001,357.45001,2406600,357.45001
2017-03-10,359,359.89999,353.14999,355.29999,1013500,355.29999
2017-03-13,355.29999,355.29999,355.29999,355.29999,0,355.29999
2017-03-14,360,364.45001,357.79999,362.89999,1344300,362.89999
2017-03-15,360.89999,365.95001,360.79999,364.20001,1059300,364.20001
2017-03-16,364.25,369.70001,364.25,367.35001,762800,367.35001
2017-03-17,368.10001,369.29999,363.04999,367,1386400,367
2017-03-20,368.5,373.5,368.14999,370.75,1591200,370.75
2017-03-21,370.29999,371.54999,365.29999,370.10001,1119300,370.10001
2017-03-22,368.10001,368.10001,358.54999,360.75,1792000,360.75
2017-03-23,361.75,367,354.10001,364.29999,1950900,364.29999
2017-03-24,363.85001,368.5,360.5,365.79999,1155400,365.79999
2017-03-27,369.95001,369.95001,364.64999,366.10001,1250600,366.10001
2017-03-28,364.10001,375,364.10001,371.85001,1442300,371.85001
2017-03-29,374.95001,383,374.85001,379.5,3405000,379.5
2017-03-30,380.25,382.39999,376.75,378.60001,2035000,378.60001
2017-03-31,378.60001,379.75,370.35001,371.89999,1695700,371.89999
2017-04-03,371,377.29999,371,375.45001,645400,375.45001
2017-04-04,375.45001,375.45001,375.45001,375.45001,0,375.45001
2017-04-05,376,383.14999,372.14999,382.10001,1905300,382.10001
2017-04-06,382.45001,385,379.04999,384.20001,1545100,384.20001
2017-04-07,381.79999,383.60001,375.60001,378,874000,378
2017-04-10,378.25,382.04999,377.60001,380.70001,721900,380.70001
2017-04-11,379,383,378.25,380.35001,588500,380.35001
2017-04-12,381.35001,383.95001,372.25,374.60001,1435200,374.60001
2017-04-13,373.95001,379.35001,373.10001,376.39999,633500,376.39999
2017-04-14,376.39999,376.39999,376.39999,376.39999,0,376.39999
2017-04-17,377,377.60001,371.54999,372.89999,773500,372.89999
2017-04-18,373,384.29999,370.10001,371.54999,1701600,371.54999
2017-04-19,372.54999,379.14999,370.14999,375.5,4415900,375.5
2017-04-20,376.10001,380.79999,373.79999,376.54999,790200,376.54999
2017-04-21,377.45001,383.79999,372.79999,379.5,1181300,379.5
