"Date","AUROPHARMA.NS.Open","AUROPHARMA.NS.High","AUROPHARMA.NS.Low","AUROPHARMA.NS.Close","AUROPHARMA.NS.Volume","AUROPHARMA.NS.Adjusted"
2016-09-22,814,859.75,811.25,856.95,7694600,855.483
2016-09-23,860.45,862.9,832.35,841.15,3445200,839.7101
2016-09-26,842,849,835,838.7,1622200,837.2643
2016-09-27,842,864.9,839.05,860.55,3242800,859.0769
2016-09-28,871.1,882.8,866.15,869.35,3685000,867.8618
2016-09-29,876,876.5,784.35,825.25,4591200,823.8373
2016-09-30,829.9,859.8,818.05,855.45,2665400,853.9856
2016-10-03,862,873.95,860,870,1421400,868.5107
2016-10-04,870,883,864.25,867.85,1140700,866.3644
2016-10-05,872.95,873,860.3,866.35,1320500,864.8669
2016-10-06,874,895,851.4,856.85,2835200,855.3832
2016-10-07,841.6,875,834.5,855.8,19421500,854.335
2016-10-10,859.95,863.7,849.1,856.75,1248000,855.2834
2016-10-11,856.75,856.75,856.75,856.75,0,855.2834
2016-10-12,856.75,856.75,856.75,856.75,0,855.2834
2016-10-13,853.95,853.95,817.65,821.05,2225400,819.6445
2016-10-14,825.2,829.6,813.1,823.55,1777800,822.1402
2016-10-17,830,830,806.05,809.5,1185500,808.1143
2016-10-18,815,837.95,812,835.05,1672300,833.6205
2016-10-19,839.45,840.4,825.1,827.95,1120900,826.5327
2016-10-20,833.05,833.05,822.3,825.85,969000,824.4362
2016-10-21,827.95,827.95,819,822.8,853000,821.3915
2016-10-24,825.1,825.9,814.7,818.4,1067000,816.9991
2016-10-25,819.5,831.25,819,824.9,1027100,823.4879
2016-10-26,821.2,823.85,803.05,805.7,1088700,804.3208
2016-10-27,806.95,815.95,798.6,807.9,1389800,806.517
2016-10-28,804,825.15,800.25,811.8,2041700,810.4103
2016-10-31,811.8,811.8,811.8,811.8,0,810.4103
2016-11-01,824.8,826.75,806.8,809.1,1108100,807.7149
2016-11-02,803,803,786.6,789.5,1080500,788.1485
2016-11-03,793,795,767,769.3,1491100,767.9831
2016-11-04,761.1,769,707.5,728.1,5798500,726.8536
2016-11-07,756,776.5,750.7,767.3,3012300,765.9865
2016-11-08,773,774,749.4,755.65,1288000,754.3565
2016-11-09,700.15,771.6,680.1,759.65,4672600,758.3496
2016-11-10,772.25,804.4,772.25,792.2,2889100,790.8439
2016-11-11,785,795.3,767.05,772.2,1891400,770.8781
2016-11-14,772.2,772.2,772.2,772.2,0,770.8781
2016-11-15,783.5,791,728.9,733.9,3077800,732.6437
2016-11-16,746,757,698,714.25,4153600,713.0273
2016-11-17,710.1,722.9,704,710.1,2864100,708.8844
2016-11-18,715.05,727.8,712.55,722.4,1791800,721.1634
2016-11-21,725,727.25,710,712.2,1648200,710.9808
2016-11-22,719.9,729.5,704.1,720.15,2012900,718.9172
2016-11-23,725.95,732.15,716.7,730.2,1674600,728.95
2016-11-24,728.9,729.95,705.1,709.65,2520700,709.65
2016-11-25,716.9,744.4,712.4,740.65,1948100,740.65
2016-11-28,740.5,748.1,732.85,736.85,1677900,736.85
2016-11-29,740.7,746.9,730.2,740.55,1504900,740.55
2016-11-30,745.2,749.5,736.8,740.8,1432400,740.8
2016-12-01,744.9,756.9,738.4,743.15,1251300,743.15
2016-12-02,743.45,743.45,717,719.55,1457700,719.55
2016-12-05,723.5,730.6,714.95,724.2,1033300,724.2
2016-12-06,730,735.35,726.45,731.25,743100,731.25
2016-12-07,735,735,719,722.65,901200,722.65
2016-12-08,727.1,727.8,715.5,720.5,1652700,720.5
2016-12-09,723,727.9,720,723.9,1182200,723.9
2016-12-12,722.9,723.9,712.05,715.3,751900,715.3
2016-12-13,717,721.45,715,718.6,915700,718.6
2016-12-14,718.6,722,696,702.45,3022100,702.45
2016-12-15,693.55,708,689.05,694.25,1875200,694.25
2016-12-16,683.85,699.5,664.1,690.65,4824200,690.65
2016-12-19,690,712.45,689.35,698.7,2793900,698.7
2016-12-20,686.1,694.7,669.35,672.65,5039000,672.65
2016-12-21,682,687.3,663.55,665.1,2930300,665.1
2016-12-22,667.95,670.5,655.65,659,1497000,659
2016-12-23,663.9,667.15,645.35,647.55,2210700,647.55
2016-12-26,646,646,621.9,624.5,2718600,624.5
2016-12-27,627,649,623,644.7,1851100,644.7
2016-12-28,648.95,660,641.35,651.75,1720100,651.75
2016-12-29,654.3,655.5,644.6,647.2,1232700,647.2
2016-12-30,655,672.5,652,669.3,2681200,669.3
2017-01-02,673,678.8,661.1,675.5,1185500,675.5
2017-01-03,674,675,666.35,672.2,794600,672.2
2017-01-04,675,678.95,664.2,666.95,1108900,666.95
2017-01-05,670,688.7,666.4,686.25,2070800,686.25
2017-01-06,686.5,710,683,692.4,1493400,692.4
2017-01-09,721,722.3,692,694.55,3556300,694.55
2017-01-10,699,703.8,690.2,699.65,1514700,699.65
2017-01-11,702.9,706.95,700.15,704.9,1006400,704.9
2017-01-12,690,699.45,678.4,694.8,1985100,694.8
2017-01-13,694.7,713.75,694,704.45,1765100,704.45
2017-01-16,703.95,709.5,697.6,703.3,674300,703.3
2017-01-17,700.7,714.25,700.7,707.4,943200,707.4
2017-01-18,706.1,730,705.4,724.9,1518000,724.9
2017-01-19,730.8,730.8,712.55,714.65,1149000,714.65
2017-01-20,711.3,719.25,695,698.05,1137000,698.05
2017-01-23,695,697,681.3,692.2,985200,692.2
2017-01-24,690,713.7,686.3,711.6,1483700,711.6
2017-01-25,712,715,704.25,705.65,909800,705.65
2017-01-26,705.65,705.65,705.65,705.65,0,705.65
2017-01-27,709.8,717.55,706.75,713.6,995400,713.6
2017-01-30,713.9,714.35,693,695.2,1294200,695.2
2017-01-31,698.7,700.1,679,681.8,999300,681.8
2017-02-01,675,678.15,660,667.95,2425900,667.95
2017-02-02,666.15,692.2,656.55,689.75,4560900,689.75
2017-02-03,693,695.7,681.3,684.7,2530200,684.7
2017-02-06,693.9,709.3,670.2,706.45,5661700,706.45
2017-02-07,712,714.65,698.35,701.15,1914800,701.15
2017-02-08,701.7,705,689,696.65,1535400,696.65
2017-02-09,703.9,713.9,701.25,706.75,2880700,706.75
2017-02-10,705,705,676.2,679.3,3609100,679.3
2017-02-13,680,683.5,659,661.95,3267300,661.95
2017-02-14,665,669.7,653.65,658.35,2191800,658.35
2017-02-15,659,661.9,633,636,2627700,636
2017-02-16,638,663.45,628.25,657.15,4131900,657.15
2017-02-17,662.05,672.5,657.85,664.65,4250200,664.65
2017-02-20,666.9,674.5,665.5,669.4,1466600,669.4
2017-02-21,672,697.75,669.3,686.05,4633900,686.05
2017-02-22,687.2,688.3,665.25,678.2,2338000,678.2
2017-02-23,678,680.9,663,666.25,4259200,666.25
2017-02-24,666.25,666.25,666.25,666.25,0,666.25
2017-02-27,673,686.6,671.25,679.35,2479100,679.35
2017-02-28,683,685.85,675.25,677.2,1455600,677.2
2017-03-01,680.35,686.85,676.4,678.25,2205100,678.25
2017-03-02,680.25,684.25,666.55,668.25,1479000,668.25
2017-03-03,669.8,676,665.65,674.9,1176600,674.9
2017-03-06,677.95,678,665,667.8,1741900,667.8
2017-03-07,669.9,671.95,662.7,664.45,1960800,664.45
2017-03-08,665.05,674.7,660,666.15,2066700,666.15
2017-03-09,664.2,665.25,655.1,658.15,1701000,658.15
2017-03-10,663,666.4,649.9,652.5,2862900,652.5
2017-03-13,652.5,652.5,652.5,652.5,0,652.5
2017-03-14,665,669,654.05,662.2,3576500,662.2
2017-03-15,666,679.9,665.2,678,1826000,678
2017-03-16,682,692.9,678.5,687.6,2214300,687.6
2017-03-17,690,694,677.5,687.55,2286100,687.55
2017-03-20,690.1,706.75,684.3,704.9,2341200,704.9
2017-03-21,710,710.35,687.6,691.75,2012900,691.75
2017-03-22,687.6,690.9,677.5,680.55,1537500,680.55
2017-03-23,681,691.8,681,686.8,1160400,686.8
2017-03-24,687.95,697,685.05,688.8,1251300,688.8
2017-03-27,673.55,681,665.25,670.1,2714400,670.1
2017-03-28,673,683.85,673,679,1668300,679
2017-03-29,682.4,683.5,669.35,670.25,1460900,670.25
2017-03-30,673,681.5,667.5,671.7,4173600,671.7
2017-03-31,673.4,677.4,670.2,675.2,1136500,675.2
2017-04-03,675.5,684.4,673,682.95,1420500,682.95
2017-04-04,682.95,682.95,682.95,682.95,0,682.95
2017-04-05,683.4,687,670.05,677.5,1374000,677.5
2017-04-06,673,674.95,667.5,670.45,1452100,670.45
2017-04-07,670.45,670.75,655.6,658.05,1607500,658.05
2017-04-10,663,663.85,653.5,654.95,1079600,654.95
2017-04-11,655,660.9,654.25,655.15,757900,655.15
2017-04-12,656,660,648.05,656.5,1385600,656.5
2017-04-13,657.25,665,654.15,658.05,1087400,658.05
2017-04-14,658.05,658.05,658.05,658.05,0,658.05
2017-04-17,658.05,660.75,651.1,652.85,626000,652.85
2017-04-18,656.3,675.8,654,664.3,3663100,664.3
2017-04-19,668,670.15,631,640.05,3067200,640.05
2017-04-20,645,645,632,634.4,1727800,634.4
2017-04-21,639,643.95,630.1,633.2,1195600,633.2
