"Date","AMARAJABAT.NS.Open","AMARAJABAT.NS.High","AMARAJABAT.NS.Low","AMARAJABAT.NS.Close","AMARAJABAT.NS.Volume","AMARAJABAT.NS.Adjusted"
2016-05-30,865.34998,866.90002,846,849.84998,187700,849.84998
2016-05-31,849.84998,859,836.54999,839.59998,289000,839.59998
2016-06-01,840,852,828.20001,845.20001,279500,845.20001
2016-06-02,845,845.95001,832.65002,841.40002,143700,841.40002
2016-06-03,842,848.84998,835,837.04999,115100,837.04999
2016-06-06,842.59998,845,833.54999,837.45001,107200,837.45001
2016-06-07,835,839.04999,828.5,835,165100,835
2016-06-08,838.90002,848.95001,831.20001,843,158200,843
2016-06-09,843.59998,857.34998,838.34998,841.04999,253600,841.04999
2016-06-10,839,856.95001,835,847.90002,311700,847.90002
2016-06-13,843,856,840,853.15002,200100,853.15002
2016-06-14,858,861.70001,849.59998,854.95001,247300,854.95001
2016-06-15,863.45001,880.45001,860.40002,876.45001,321600,876.45001
2016-06-16,872,881,859,865,382400,865
2016-06-17,866,870.09998,861,865.15002,106300,865.15002
2016-06-20,860.20001,870.45001,852,858.20001,321000,858.20001
2016-06-21,856,868.20001,853.65002,860.84998,173000,860.84998
2016-06-22,860.5,867,852.5,865,164400,865
2016-06-23,869,872,860.04999,866.04999,189400,866.04999
2016-06-24,856.54999,856.54999,820,850.25,513900,850.25
2016-06-27,850,871.40002,845.40002,851.25,262400,851.25
2016-06-28,855,874.70001,854.34998,864.79999,150500,864.79999
2016-06-29,872.34998,879.79999,871.29999,876,223500,876
2016-06-30,884.90002,888,865,868.54999,440800,868.54999
2016-07-01,873.65002,874.65002,860,861.09998,518700,861.09998
2016-07-04,868.29999,869.59998,860.25,864.65002,109900,864.65002
2016-07-05,864,870,852.90002,856.34998,182100,856.34998
2016-07-06,856.34998,856.34998,856.34998,856.34998,0,856.34998
2016-07-07,858,859.5,831,835.95001,526000,835.95001
2016-07-08,836,846.79999,830.09998,845.45001,273800,845.45001
2016-07-11,853.90002,853.90002,846,852.15002,165400,852.15002
2016-07-12,852,863.75,845,860.15002,591600,860.15002
2016-07-13,859.70001,872.59998,857.15002,870.04999,487100,870.04999
2016-07-14,870.09998,883.79999,870.09998,877.79999,447700,877.79999
2016-07-15,885,885,872.59998,876.09998,216900,876.09998
2016-07-18,879,880.75,855,858,129400,858
2016-07-19,854,875.59998,854,872.70001,184900,872.70001
2016-07-20,873.09998,879.84998,865.5,874.09998,112000,874.09998
2016-07-21,879,882,867.5,879.20001,130700,879.20001
2016-07-22,880,910,875,903.54999,509700,903.54999
2016-07-25,915,915,903.15002,907.95001,314300,907.95001
2016-07-26,907.95001,909,884.59998,891.75,181600,891.75
2016-07-27,903.79999,908.45001,890.29999,896.70001,225700,896.70001
2016-07-28,895,904.70001,891,894.59998,214200,894.59998
2016-07-29,898.95001,942.79999,898,937.09998,712000,937.09998
2016-08-01,943.79999,943.79999,914.54999,923.65002,356500,923.65002
2016-08-02,930,941.45001,917.15002,921.95001,321100,921.95001
2016-08-03,923,931.15002,911.20001,913.84998,167300,913.84998
2016-08-04,928.5,941.75,874.70001,877.40002,679600,877.40002
2016-08-05,882,909.29999,877.5,901.79999,364000,901.79999
2016-08-08,915,938,905,930.59998,845000,930.59998
2016-08-09,934,934,913.5,919.15002,187400,919.15002
2016-08-10,920,929.90002,902.20001,908,210600,908
2016-08-11,905,917,897.04999,907.45001,160900,907.45001
2016-08-12,912,923.25,908.54999,911,127600,911
2016-08-15,911,911,911,911,0,911
2016-08-16,910.09998,916.04999,895.04999,904,213200,904
2016-08-17,902,931.90002,900,928.65002,345900,928.65002
2016-08-18,932,935.79999,917,918.79999,158300,918.79999
2016-08-19,924.29999,930.79999,917.25,920.70001,171800,920.70001
2016-08-22,923,923,889.20001,894,191100,894
2016-08-23,893,904,885.54999,887.90002,323500,887.90002
2016-08-24,890.45001,897.20001,886.20001,891.59998,177900,891.59998
2016-08-25,892.95001,896.90002,881.09998,883.25,164700,883.25
2016-08-26,887.84998,906.95001,879.79999,903.20001,207200,903.20001
2016-08-29,906,925,906,920.84998,295800,920.84998
2016-08-30,925,929.29999,914,926.04999,340000,926.04999
2016-08-31,930,964.90002,923,956.34998,1056300,956.34998
2016-09-01,961.84998,983.40002,960,969.79999,1094700,969.79999
