"Date","BANKINDIA.NS.Open","BANKINDIA.NS.High","BANKINDIA.NS.Low","BANKINDIA.NS.Close","BANKINDIA.NS.Volume","BANKINDIA.NS.Adjusted"
2016-10-13,115,115.3,109.45,111,5859100,111
2016-10-14,111.6,112.9,110.65,112.05,3575000,112.05
2016-10-17,112.3,113.55,110.15,110.7,3359800,110.7
2016-10-18,111.5,113.3,110.2,112.7,3218900,112.7
2016-10-19,112.95,113.85,112.3,112.8,2592900,112.8
2016-10-20,112.95,115.8,112.95,114.45,4552500,114.45
2016-10-21,114.45,114.5,112.15,113.35,3036700,113.35
2016-10-24,114.1,115.9,113.9,114.95,3197200,114.95
2016-10-25,115.15,115.65,113.65,114.05,2253600,114.05
2016-10-26,113.6,115.7,112.6,114.15,3439500,114.15
2016-10-27,113.1,114.45,112.05,113.55,2724200,113.55
2016-10-28,113.9,115.75,113.55,114.85,2562900,114.85
2016-10-31,114.85,114.85,114.85,114.85,0,114.85
2016-11-01,114.3,115.5,113.3,113.85,1460700,113.85
2016-11-02,112.4,112.5,108.7,109.1,4083600,109.1
2016-11-03,108.6,110.75,108.15,108.75,2541400,108.75
2016-11-04,109.75,109.75,105.7,106.25,2632900,106.25
2016-11-07,107.15,109.4,106.7,108.7,2629600,108.7
2016-11-08,109,109.9,107.8,109,2056200,109
2016-11-09,102,110.65,99.65,109.75,6562300,109.75
2016-11-10,112,125.2,111,124.15,21205100,124.15
2016-11-11,122.9,128.75,120.75,122.05,13150900,122.05
2016-11-14,122.05,122.05,122.05,122.05,0,122.05
2016-11-15,123.95,126.9,118.1,123.25,11054500,123.25
2016-11-16,126.6,127.4,120,121.1,6221400,121.1
2016-11-17,121.55,123.65,118.85,119.8,4435300,119.8
2016-11-18,120.6,124,119.05,121.5,4781000,121.5
2016-11-21,122.95,123.4,116.4,117.15,7795200,117.15
2016-11-22,118.55,118.9,114.15,117.15,5097400,117.15
2016-11-23,118,118.6,116.2,117.3,2683800,117.3
2016-11-24,116.8,120.6,115.5,120.05,6253300,120.05
2016-11-25,121.5,122.95,120.15,121.4,3886400,121.4
2016-11-28,117.9,121,116.3,117.9,4104500,117.9
2016-11-29,118.2,119.6,115.75,116.45,3325500,116.45
2016-11-30,116.9,120,116.5,119.5,4203200,119.5
2016-12-01,119,120.8,116.35,116.8,3086000,116.8
2016-12-02,115,118.65,114.25,116.2,4700200,116.2
2016-12-05,115.85,118,115.25,117.4,3083900,117.4
2016-12-06,118,118.4,116.55,117,2531800,117
2016-12-07,117.6,118.1,113.5,114.25,4076300,114.25
2016-12-08,115,116.65,114.4,114.7,2995500,114.7
2016-12-09,115.85,117.5,114.7,117.05,3846500,117.05
2016-12-12,117.7,117.7,115.1,115.65,2082100,115.65
2016-12-13,115.9,116.3,114.25,115,1879600,115
2016-12-14,115,115.6,113.7,113.9,1668200,113.9
2016-12-15,112.5,115.45,112.1,114,2042200,114
2016-12-16,114.5,114.75,113,113.5,1268000,113.5
2016-12-19,113.5,113.85,111.85,112.5,1592100,112.5
2016-12-20,112.4,113.25,109.7,110.4,2292400,110.4
2016-12-21,110.65,111.4,108.6,109.1,2649200,109.1
2016-12-22,108.75,109.45,107.3,107.65,1837700,107.65
2016-12-23,107.9,108.65,106.75,107.05,1937300,107.05
2016-12-26,106.7,106.75,102.95,103.5,2024900,103.5
2016-12-27,103.05,105,102.75,104.75,1819900,104.75
2016-12-28,105.3,107.15,103.85,104.25,2370200,104.25
2016-12-29,103.35,106.85,102.75,105.35,3680600,105.35
2016-12-30,106.3,108.4,105.5,107.25,3067100,107.25
2017-01-02,107.75,108.25,105.75,107.45,1948700,107.45
2017-01-03,107.45,109.4,106.65,108.35,1945400,108.35
2017-01-04,108.25,109,107.25,107.7,1551400,107.7
2017-01-05,108.4,109.9,108.2,109.55,1681500,109.55
2017-01-06,109.9,111.9,109.7,110.55,2126200,110.55
2017-01-09,111.25,111.8,110.1,111.2,1217600,111.2
2017-01-10,111.5,111.95,110.3,111.25,1346300,111.25
2017-01-11,112,114.8,111.75,114.25,3021600,114.25
2017-01-12,115.1,115.4,113.35,114.15,1848300,114.15
2017-01-13,114.8,114.8,112.85,114,1771600,114
2017-01-16,114,115.7,113.75,115.35,1950600,115.35
2017-01-17,115.8,116.75,114.4,115.05,1886800,115.05
2017-01-18,115.1,116.2,114.45,115.2,1497600,115.2
2017-01-19,115.4,116.65,114.1,115.6,1890300,115.6
2017-01-20,115.25,116.1,112.05,112.35,1972300,112.35
2017-01-23,111.95,114.5,111.15,114.15,1539400,114.15
2017-01-24,114.55,115.7,114.25,114.85,1925000,114.85
2017-01-25,115.6,115.6,113.45,115.05,2931300,115.05
2017-01-26,115.05,115.05,115.05,115.05,0,115.05
2017-01-27,116.5,118.25,115.5,117.05,4975600,117.05
2017-01-30,116.55,123.6,115.7,120.3,7180300,120.3
2017-01-31,120,120.4,117.15,117.65,2200800,117.65
2017-02-01,117.9,121.6,117.4,121.15,4748600,121.15
2017-02-02,121.75,126.2,119.4,125.25,5086500,125.25
2017-02-03,125.95,133.9,125.55,132.95,10877400,132.95
2017-02-06,134.75,135.75,131.05,132.5,4918400,132.5
2017-02-07,132.35,135.8,130.4,133.25,5420100,133.25
2017-02-08,133.95,133.95,129.5,132.7,3141200,132.7
2017-02-09,133.8,138.5,130.5,136.85,16251500,136.85
2017-02-10,137.95,138.25,133.1,133.9,5121000,133.9
2017-02-13,134,134.25,126.6,128.75,5892200,128.75
2017-02-14,128.9,129.9,126.3,128.6,3138100,128.6
2017-02-15,128.5,129.3,123.45,123.75,5027700,123.75
2017-02-16,124.55,127.25,123.2,125.45,4237800,125.45
2017-02-17,126.75,127,123.9,124.5,2633500,124.5
2017-02-20,124.8,126.6,123.3,126,2095800,126
2017-02-21,127.2,130.1,125.7,128.1,3124100,128.1
2017-02-22,129,129.75,127.05,127.75,2857900,127.75
2017-02-23,127.5,129,126.4,127.5,3811600,127.5
2017-02-24,127.5,127.5,127.5,127.5,0,127.5
2017-02-27,127.7,127.7,124.1,125.15,2408000,125.15
2017-02-28,125.35,129.3,125.15,128.8,3349900,128.8
2017-03-01,128.6,131.3,128.05,128.75,2979300,128.75
2017-03-02,129.9,130.7,125.3,125.95,3073800,125.95
2017-03-03,125.65,127,125.15,125.75,1601000,125.75
2017-03-06,126.25,129.25,126.2,128.35,3022900,128.35
2017-03-07,128.8,128.85,125.85,126.2,1915800,126.2
2017-03-08,126.2,127.3,123.3,125.1,3447400,125.1
2017-03-09,124.5,126.1,123.7,124.25,1870900,124.25
2017-03-10,125.2,125.8,122.85,123.45,1659800,123.45
2017-03-13,123.45,123.45,123.45,123.45,0,123.45
2017-03-14,127.85,127.85,123.5,123.9,2748600,123.9
2017-03-15,124.6,128.7,124,126.25,3345600,126.25
2017-03-16,127.5,129.15,126.4,128.35,2958400,128.35
2017-03-17,129,129.05,126,126.95,2423000,126.95
2017-03-20,127.3,129.9,126.35,128.9,2994900,128.9
2017-03-21,129.25,131.4,127.5,128.6,3576900,128.6
2017-03-22,127.35,127.65,125.55,125.8,2230000,125.8
2017-03-23,126.55,127.2,125.3,126.5,1939700,126.5
2017-03-24,126.8,135.8,126.8,133.05,12793000,133.05
2017-03-27,132.25,136.85,132.25,135.9,6225800,135.9
2017-03-28,136.8,137.75,135.15,135.95,3249700,135.95
2017-03-29,137,140.45,135.1,138.4,6351100,138.4
2017-03-30,138.4,141.4,138,138.5,7554500,138.5
2017-03-31,139.35,142.4,137.4,139.25,6049300,139.25
2017-04-03,139.8,140.65,138.5,139.4,2357900,139.4
2017-04-04,139.4,139.4,139.4,139.4,0,139.4
2017-04-05,139.9,144.2,138.7,143,5477900,143
2017-04-06,142.6,143.6,140.8,141.9,3485700,141.9
2017-04-07,141,144.4,139.7,141.1,6278700,141.1
2017-04-10,141,146.3,140.2,145.6,5179800,145.6
2017-04-11,145.6,150.4,145,149.65,5115300,149.65
2017-04-12,149.65,150.7,145.1,147.65,6028600,147.65
2017-04-13,146.5,151.45,146.5,149.35,3733000,149.35
2017-04-14,149.35,149.35,149.35,149.35,0,149.35
2017-04-17,147.85,149.7,145.85,147.2,3242700,147.2
2017-04-18,147.55,155.6,147.5,151.4,7998500,151.4
2017-04-19,152,153.3,148.5,149.15,4588900,149.15
2017-04-20,149.6,152.9,148.75,151.85,3766100,151.85
2017-04-21,151.8,153.5,149.15,150.45,2915600,150.45
